09/27/16, 10:39:00, 4, 0, :File not found.
09/27/16, 10:39:00, 4, 0, :File not found.
09/27/16, 10:42:14, 4, 0, :File not found.
09/27/16, 10:42:14, 4, 0, :File not found.
09/27/16, 10:43:29, 4, 0, :File not found.
09/27/16, 10:43:29, 4, 0, :File not found.
09/27/16, 10:47:47, 4, 0, :File not found.
09/27/16, 10:47:47, 4, 0, :File not found.
09/27/16, 11:27:13, 4, 0, :File not found.
09/27/16, 11:27:13, 4, 0, :File not found.
09/27/16, 11:53:37, 4, 0, :File not found.
09/27/16, 11:53:37, 4, 0, :File not found.
09/27/16, 11:54:52, 4, 0, :File not found.
09/27/16, 11:54:52, 4, 0, :File not found.
09/27/16, 11:55:26, 4, 0, :File not found.
09/27/16, 16:46:20, 4, 0, :File not found.
09/27/16, 16:46:20, 4, 0, :File not found.
09/27/16, 16:48:36, 4, 0, :File not found.
09/27/16, 16:48:36, 4, 0, :File not found.
09/27/16, 16:50:05, 4, 0, :File not found.
09/27/16, 16:50:05, 4, 0, :File not found.
09/27/16, 16:54:43, 4, 0, :File not found.
09/27/16, 16:54:43, 4, 0, :File not found.
09/27/16, 16:55:44, 4, 0, :File not found.
09/27/16, 16:55:44, 4, 0, :File not found.
09/27/16, 16:57:04, 4, 0, :File not found.
09/27/16, 16:57:04, 4, 0, :File not found.
09/27/16, 16:57:33, 4, 0, :File not found.
09/27/16, 16:58:22, 4, 0, :File not found.
09/27/16, 16:59:04, 4, 0, :File not found.
09/27/16, 16:59:04, 4, 0, :File not found.
